"ID","Gender","Race","Age_at_Release","Residence_PUMA","Gang_Affiliated","Supervision_Risk_Score_First","Supervision_Level_First","Education_Level","Dependents","Prison_Offense","Prison_Years","Prior_Arrest_Episodes_Felony","Prior_Arrest_Episodes_Misd","Prior_Arrest_Episodes_Violent","Prior_Arrest_Episodes_Property","Prior_Arrest_Episodes_Drug","Prior_Arrest_Episodes_PPViolationCharges","Prior_Arrest_Episodes_DVCharges","Prior_Arrest_Episodes_GunCharges","Prior_Conviction_Episodes_Felony","Prior_Conviction_Episodes_Misd","Prior_Conviction_Episodes_Viol","Prior_Conviction_Episodes_Prop","Prior_Conviction_Episodes_Drug","Prior_Conviction_Episodes_PPViolationCharges","Prior_Conviction_Episodes_DomesticViolenceCharges","Prior_Conviction_Episodes_GunCharges","Prior_Revocations_Parole","Prior_Revocations_Probation","Condition_MH_SA","Condition_Cog_Ed","Condition_Other","Violations_ElectronicMonitoring","Violations_Instruction","Violations_FailToReport","Violations_MoveWithoutPermission","Delinquency_Reports","Program_Attendances","Program_UnexcusedAbsences","Residence_Changes","Avg_Days_per_DrugTest","DrugTests_THC_Positive","DrugTests_Cocaine_Positive","DrugTests_Meth_Positive","DrugTests_Other_Positive","Percent_Days_Employed","Jobs_Per_Year","Employment_Exempt","Recidivism_Within_3years","Recidivism_Arrest_Year1","Recidivism_Arrest_Year2","Recidivism_Arrest_Year3","Training_Sample"
16557,"M","WHITE","28-32",8,0,5,"Standard","At least some college",1,"Drug","Less than 1 year",3,6,0,0,3,1,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,53.75,0,0,0,0,0,0,0,0,0,0,0,1
16560,"M","BLACK","23-27",10,0,7,"High","Less than HS diploma",2,"Other","Less than 1 year",5,4,1,3,3,3,0,1,2,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,1,0,1,0,1
16563,"M","BLACK","18-22",5,0,9,"High","Less than HS diploma",1,NA,"1-2 years",3,2,0,1,3,2,0,0,2,0,0,1,2,0,0,0,1,1,1,1,0,0,1,0,0,4,10,3,0,122.0909091,0.090909094,0,0,0,0.101265823,0.271965748,0,0,0,0,0,0
16564,"M","BLACK","43-47",20,0,7,"High","High School Diploma",2,"Property","Less than 1 year",10,5,0,5,1,4,0,1,2,4,0,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,119,0,0,0,0,0.596638655,1,0,0,0,0,0,0
16565,"M","WHITE","23-27",7,0,9,"Specialized","Less than HS diploma",1,"Property","1-2 years",7,2,2,4,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,2,36.30769231,0.15384616,0,0,0,1,3.095338983,0,0,0,0,0,1
16569,"M","BLACK","23-27",14,0,10,"Specialized","High School Diploma",0,"Drug","1-2 years",7,1,2,0,3,3,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,4,10,3,0,4.380952381,0.095238097,0.076190479,0,0,0.426086957,0.794021739,0,0,0,0,0,0
16570,"M","BLACK","23-27",23,0,7,"Specialized","At least some college",3,"Violent/Non-Sex","More than 3 years",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,181.5,0,0,0,0,0.933884298,1,0,0,0,0,0,1
16571,"M","WHITE","38-42",16,0,5,"Standard","High School Diploma",0,"Drug","Greater than 2 to 3 years",10,6,0,5,3,5,0,0,3,4,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,93.88888889,0.111111112,0,0,0,0,0,0,0,0,0,0,1
16572,"M","WHITE","28-32",17,0,9,"Specialized","Less than HS diploma",1,"Drug","Greater than 2 to 3 years",3,5,0,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,56.45945946,0,0,0,0.027027028,0.754906654,0.874222116,0,0,0,0,0,1
16575,"M","BLACK","28-32",14,0,6,"High","Less than HS diploma",0,"Violent/Non-Sex","Less than 1 year",3,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,37.8,0,0,0,0,1,1.932539683,0,1,0,0,1,0
16576,"M","WHITE","43-47",17,0,3,"Standard","Less than HS diploma",3,"Other","1-2 years",7,2,2,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,76.66666667,0,0,0,0,0.832608696,0.794021739,1,0,0,0,0,1
16577,"M","WHITE","28-32",22,0,5,"Standard","Less than HS diploma",3,"Violent/Non-Sex","Greater than 2 to 3 years",1,5,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.66666667,0,0,0,0,0.921052632,1,0,0,0,0,0,1
16579,"M","WHITE","28-32",17,1,4,"Standard","Less than HS diploma",3,"Property","Less than 1 year",4,4,1,3,0,3,1,0,1,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
16580,"M","WHITE","38-42",15,0,3,"Standard","At least some college",2,"Violent/Non-Sex","More than 3 years",2,1,3,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,29.76470588,0.05882353,0,0,0,0.998023715,1.443675889,0,0,0,0,0,0
16581,"M","BLACK","28-32",5,0,5,"Standard","At least some college",3,"Drug","Greater than 2 to 3 years",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,0,3,130.3333333,0.055555556,0,0,0,0.682011935,0.311381074,0,0,0,0,0,1
16582,"M","BLACK","28-32",9,0,10,"Specialized","High School Diploma",3,"Property","More than 3 years",2,3,0,2,2,0,0,0,1,2,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,2,44.68,0,0,0,0.039999999,1,0.653983885,0,0,0,0,0,0
16583,"M","BLACK","38-42",16,0,9,"Specialized","Less than HS diploma",0,"Violent/Non-Sex","1-2 years",10,3,2,4,0,5,0,0,3,3,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,10,0,2,37.70967742,0.129032254,0.064516127,0,0,0,0.312446536,1,0,0,0,0,1
16585,"M","WHITE","33-37",9,0,4,"Specialized","At least some college",2,"Violent/Sex","Less than 1 year",7,6,1,2,2,3,1,0,3,3,0,2,1,0,0,0,0,1,1,1,1,1,1,0,0,4,10,1,0,14.375,0,0,0,0,0.939130435,1,0,1,0,0,1,1
16586,"M","WHITE","18-22",24,0,9,"Specialized","Less than HS diploma",0,"Property","1-2 years",3,1,1,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,4,6,0,1,104.3333333,0,0,0,0,1,1,0,1,0,1,0,0
16589,"M","BLACK","23-27",8,0,5,"Standard","At least some college",0,"Property","More than 3 years",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,6,1,0,63.57142857,0,0,0,0,0.817977528,3.283146067,0,0,0,0,0,1
16590,"M","WHITE","23-27",12,0,6,"High","At least some college",0,"Drug","1-2 years",5,6,0,0,5,0,0,1,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,26.77777778,0,0,0,0,1,2,0,0,0,0,0,1
16592,"M","BLACK","23-27",9,0,6,"High","Less than HS diploma",3,NA,"Greater than 2 to 3 years",7,4,0,0,5,2,0,1,0,3,0,0,2,0,0,1,0,0,1,1,0,0,1,0,1,3,0,0,2,NA,NA,NA,NA,NA,0,0.457706767,0,0,0,0,0,0
16596,"M","WHITE","28-32",8,0,5,"Standard","High School Diploma",2,"Violent/Non-Sex","More than 3 years",3,5,3,0,2,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,1,1.550955414,0,1,0,1,0,0
16597,"M","BLACK","33-37",8,0,5,"Standard","Less than HS diploma",2,"Violent/Non-Sex","More than 3 years",4,2,3,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.929190751,0.527817919,0,1,0,0,1,0
16598,"M","BLACK","28-32",19,0,10,"Specialized","Less than HS diploma",1,"Property","More than 3 years",5,4,0,5,3,1,0,0,1,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,10,3,1,30.36363636,0.090909094,0.030303031,0,0,0.759481038,0.729041916,0,1,0,0,1,0
16599,"F","BLACK","38-42",21,NA,7,"High","Less than HS diploma",3,"Property","Less than 1 year",8,6,1,3,2,5,0,0,3,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114.6666667,0,0,0,0,0.889534884,1,0,0,0,0,0,1
16600,"F","BLACK","33-37",5,NA,7,"High","High School Diploma",0,"Violent/Non-Sex","More than 3 years",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,10,0,1,113,0,0,0,0,1,1.077433628,0,0,0,0,0,0
16601,"M","BLACK","28-32",3,0,6,"Standard","High School Diploma",2,"Other","1-2 years",4,5,3,0,2,2,1,1,1,2,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,243.2,0,0,0,0,1,0.600740132,0,1,0,0,1,1
16602,"M","BLACK","23-27",4,1,9,"Specialized","High School Diploma",1,NA,"Less than 1 year",4,3,1,1,2,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,4,10,3,0,48.75,0.25,0,0,0,1,0.936538462,0,1,0,1,0,1
16603,"F","WHITE","33-37",8,NA,10,"Specialized","High School Diploma",2,"Property","Greater than 2 to 3 years",9,0,0,5,3,1,0,0,3,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,47.85714286,0,0,0,0,0.802985075,0.363432836,1,0,0,0,0,1
16604,"M","WHITE","43-47",15,0,4,"Standard","At least some college",3,"Property","More than 3 years",2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95.14285714,0,0,0,0,0.862612613,0.548423423,0,0,0,0,0,1
16605,"M","WHITE","28-32",3,0,6,"High","High School Diploma",3,"Other","Less than 1 year",2,3,0,2,1,1,0,1,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109.75,0,0,0,0,1,3.328018223,0,1,0,1,0,0
16606,"M","BLACK","48 or older",3,0,3,"Specialized","High School Diploma",0,"Violent/Sex","More than 3 years",10,4,1,5,0,5,1,0,3,2,1,3,0,0,0,0,0,0,1,0,1,1,1,0,0,3,10,0,1,58.63636364,0.045454547,0,0,0.045454547,0.968217054,0.56627907,1,0,0,0,0,1
16609,"M","WHITE","23-27",1,0,6,"High","At least some college",0,"Other","Less than 1 year",4,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,121.2,0,0,0,0,1,1.808168317,0,0,0,0,0,0
16610,"M","BLACK","18-22",12,0,7,"High","Less than HS diploma",0,"Other","Greater than 2 to 3 years",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,3,66.25,0,0,0,0,0.706918239,2.297169811,0,0,0,0,0,1
16611,"M","WHITE","28-32",6,0,7,"High","High School Diploma",0,"Drug","1-2 years",2,2,1,0,3,1,0,1,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,6,0,0,32.67857143,0,0,0.035714287,0,0.834972678,0.399180328,0,1,0,0,1,0
16612,"M","WHITE","28-32",24,0,6,"High","High School Diploma",0,"Property","More than 3 years",6,6,1,1,3,1,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,3,34.76,0,0,0,0,0.865362486,0.420310702,1,1,0,0,1,0
16614,"M","WHITE","18-22",16,1,7,"High","Less than HS diploma",0,"Violent/Non-Sex","Greater than 2 to 3 years",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,2,64.5,0.125,0,0,0,0.335271318,0.707848837,0,1,0,0,1,0
16615,"F","WHITE","33-37",3,NA,10,"Specialized","High School Diploma",3,"Property","Greater than 2 to 3 years",6,3,0,5,1,0,0,0,1,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0.981967213,0.898155738,1,0,0,0,0,1
16616,"M","BLACK","28-32",14,0,7,"High","High School Diploma",2,"Violent/Non-Sex","More than 3 years",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.13333333,0,0,0,0,0.674273859,2.273340249,0,0,0,0,0,1
16618,"F","BLACK","48 or older",17,NA,2,"Standard","Less than HS diploma",0,"Violent/Non-Sex","More than 3 years",0,4,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,7,0,1,69.14285714,0,0,0,0,0.935950413,0.75464876,0,0,0,0,0,1
16619,"M","BLACK","43-47",1,0,4,"Standard","At least some college",3,NA,"Less than 1 year",6,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10.61111111,0.111111112,0,0,0,1,1,0,1,0,1,0,1
16620,"F","WHITE","48 or older",23,NA,2,"Standard","Less than HS diploma",0,NA,"More than 3 years",5,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,121.4,0,0,0,0,0.917627677,1.203459638,1,0,0,0,0,0
16623,"M","BLACK","23-27",8,0,7,"High","Less than HS diploma",0,"Property","Greater than 2 to 3 years",3,1,0,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,6,0,0,94.09090909,0,0,0,0,1,1.058695652,0,0,0,0,0,1
16625,"M","WHITE","23-27",16,0,8,"High","High School Diploma",0,"Other","1-2 years",4,1,0,0,3,2,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,136,0,0,0,0,1,2,0,0,0,0,0,1
16626,"M","WHITE","23-27",17,0,7,"High","High School Diploma",2,"Property","Less than 1 year",4,0,0,2,1,1,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,2,0,0,0,0,0,1
16627,"M","BLACK","23-27",25,1,8,"Specialized","Less than HS diploma",1,"Violent/Non-Sex","More than 3 years",2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.513368984,1,0,0,0,0,0,1
16628,"M","WHITE","33-37",4,0,4,"Standard","High School Diploma",1,"Violent/Non-Sex","More than 3 years",4,3,3,1,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60.6,0,0,0,0,0.867986799,1,0,0,0,0,0,1
16629,"M","BLACK","48 or older",11,0,5,"Standard","High School Diploma",0,"Property","Less than 1 year",10,6,2,5,5,4,0,0,3,4,1,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,151.5,0,0.5,0,0,0,0,0,0,0,0,0,0
16631,"M","BLACK","33-37",4,0,6,"High","Less than HS diploma",3,"Violent/Non-Sex","More than 3 years",6,3,3,1,1,4,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,9,1,0,261.5,0,0,0,0,1,1.396749522,1,0,0,0,0,1
16633,"F","WHITE","28-32",4,NA,7,"High","High School Diploma",0,"Property","Less than 1 year",4,1,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,1,2,14.74193548,0.032258064,0,0,0.064516127,1,1.598468271,0,0,0,0,0,1
16634,"M","BLACK","23-27",12,0,7,"High","At least some college",3,"Property","Greater than 2 to 3 years",4,3,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,26.8,0,0,0,0,1,1,0,0,0,0,0,1
16635,"M","BLACK","23-27",20,1,9,"Specialized","High School Diploma",3,"Violent/Non-Sex","Less than 1 year",8,1,1,3,1,3,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
16636,"M","BLACK","23-27",4,0,6,"Standard","Less than HS diploma",1,"Violent/Non-Sex","More than 3 years",2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,3,170,0,0,0,0,1,0.429705882,0,1,0,0,1,0
16637,"M","BLACK","23-27",25,1,6,"Standard","Less than HS diploma",0,"Violent/Non-Sex","More than 3 years",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,4,0,0,1,55,0,0,0,0,1,2.490340909,0,1,0,0,1,1
16638,"M","WHITE","28-32",24,1,9,"Standard","High School Diploma",3,"Other","1-2 years",2,3,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,1
16640,"M","BLACK","23-27",23,0,7,"Standard","Less than HS diploma",1,"Property","Less than 1 year",8,1,0,4,1,3,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,3,2,9.176470588,0.137254909,0,0,0,0,0,0,0,0,0,0,0
16642,"M","WHITE","43-47",20,0,3,NA,"At least some college",0,"Property","Less than 1 year",7,5,0,2,1,4,0,0,3,3,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,1,1.756009615,0,0,0,0,0,0
16644,"M","BLACK","18-22",4,1,8,"High","High School Diploma",1,"Drug","1-2 years",5,2,3,1,2,2,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,1,1,110,0,0,0,0,0,0,0,1,0,1,0,1
16645,"M","WHITE","48 or older",17,0,3,"Standard","High School Diploma",0,"Drug","Less than 1 year",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,15.73913043,0,0,0,0,1,1,1,0,0,0,0,1
16646,"M","BLACK","28-32",8,0,6,"Standard","Less than HS diploma",2,"Violent/Non-Sex","1-2 years",4,4,2,1,1,1,1,1,0,2,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,722,0,0,0,0,0,0,0,1,0,1,0,0
16647,"M","BLACK","23-27",18,1,6,"High","High School Diploma",2,"Violent/Non-Sex","Greater than 2 to 3 years",2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,0,0,1,319,0,0,0,0,0.023510972,0.572492163,0,1,0,1,0,1
16649,"M","BLACK","18-22",11,0,10,"Specialized","Less than HS diploma",3,"Violent/Non-Sex","More than 3 years",3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,45.6,0.200000003,0,0,0,0.868421053,1,0,1,0,1,0,1
16652,"M","BLACK","23-27",12,0,8,"High","Less than HS diploma",0,"Violent/Non-Sex","More than 3 years",1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,NA,NA,NA,NA,NA,0.470914127,2,0,1,0,1,0,1
16654,"F","WHITE","23-27",7,NA,NA,NA,"High School Diploma",2,"Other","Less than 1 year",6,3,0,1,3,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,1,0.764121339,0,1,0,0,1,1
16656,"M","BLACK","33-37",1,0,4,"Standard","At least some college",3,"Drug","More than 3 years",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,59.14634146,0.048780486,0,0,0,0.659793814,0.150618557,1,0,0,0,0,0
16657,"M","BLACK","38-42",10,0,5,"Standard","High School Diploma",3,"Other","1-2 years",10,6,3,2,3,5,1,1,3,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,5,3,0,24.16666667,0.111111112,0,0,0,0.894252874,1.679310345,0,1,0,0,1,1
16660,"M","WHITE","28-32",17,0,8,"High","At least some college",0,NA,"Less than 1 year",3,4,1,0,4,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,25.29411765,0,0,0,0,1,1.274127907,0,0,0,0,0,1
16661,"M","WHITE","28-32",7,0,5,"Standard","Less than HS diploma",1,"Drug","Less than 1 year",2,3,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,2,9.833333333,0,0,0,0,1,1.768765133,0,1,0,1,0,1
16662,"M","WHITE","48 or older",8,0,1,"Standard","High School Diploma",1,"Drug","More than 3 years",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,2,NA,NA,NA,NA,NA,0.658707287,0.150370523,0,0,0,0,0,1
16663,"F","WHITE","28-32",7,NA,6,"High","High School Diploma",2,"Violent/Non-Sex","More than 3 years",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,202.3333333,0,0,0,0,1,1.203459638,0,0,0,0,0,1
16664,"M","WHITE","18-22",5,1,10,"Specialized","Less than HS diploma",1,"Property","Greater than 2 to 3 years",5,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,4,10,0,0,9.25,0.075000003,0,0.025,0,0.621621622,0.987162162,0,1,0,1,0,1
16669,"M","WHITE","23-27",10,0,5,"Standard","Less than HS diploma",0,"Property","Less than 1 year",4,5,0,2,2,3,1,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,8,2,1,31.56,0,0,0,0,0.439797212,0.925855513,0,1,0,1,0,1
16670,"M","WHITE","28-32",3,0,4,"Standard","Less than HS diploma",1,"Violent/Non-Sex","More than 3 years",3,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,110.1666667,0,0,0,0,0,0,1,1,0,0,1,1
16671,"M","BLACK","23-27",19,0,4,"Specialized","High School Diploma",3,"Violent/Non-Sex","Greater than 2 to 3 years",1,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,NA,NA,NA,NA,NA,1,2,0,0,0,0,0,1
16672,"M","WHITE","38-42",7,0,9,"Specialized","High School Diploma",0,"Drug","Greater than 2 to 3 years",10,2,0,5,3,5,0,0,3,2,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,1,0.553409091,0,1,0,1,0,1
16673,"M","BLACK","23-27",9,0,8,"High","Less than HS diploma",0,"Property","1-2 years",5,6,0,5,0,5,0,0,2,4,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,2,10,3,0,66.8,0.200000003,0,0,0,0,0,0,1,0,1,0,1
16674,"M","BLACK","33-37",4,0,3,NA,"Less than HS diploma",3,"Violent/Non-Sex","1-2 years",10,5,3,1,5,1,0,1,1,4,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,162,0,0,0,0,1,1,0,0,0,0,0,1
16675,"M","BLACK","18-22",1,1,7,"Specialized","Less than HS diploma",3,"Violent/Non-Sex","Greater than 2 to 3 years",2,2,1,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,12.31707317,0,0,0,0,0.518811881,0.723267327,0,0,0,0,0,1
16677,"M","BLACK","23-27",11,0,6,"High","High School Diploma",0,NA,"Less than 1 year",5,3,0,2,5,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,0,1,2,0,0,0,0,0,0
16679,"M","BLACK","18-22",5,1,8,NA,"Less than HS diploma",2,"Property","Less than 1 year",2,2,1,3,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,4,3,3,0,51.2,0.600000024,0,0,0,0,0,0,1,0,0,1,1
16680,"M","WHITE","23-27",14,0,6,"High","High School Diploma",2,"Violent/Non-Sex","More than 3 years",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,4,6,3,0,131.2,0.200000003,0,0,0.200000003,0.528963415,0.556783537,0,1,0,0,1,1
16681,"M","BLACK","23-27",2,0,6,"Specialized","High School Diploma",0,"Violent/Non-Sex","More than 3 years",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,4,1,0,0,354,0,0,0,0,0.926553672,0.515889831,0,0,0,0,0,1
16682,"F","WHITE","28-32",22,NA,5,"Standard","High School Diploma",1,"Violent/Non-Sex","Greater than 2 to 3 years",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,147,0,0,0,0,1,0.993877551,1,0,0,0,0,0
16684,"M","BLACK","48 or older",12,0,2,"Standard","Less than HS diploma",3,"Violent/Non-Sex","More than 3 years",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,0,0,3,33.44642857,0,0,0,0,0.854244527,0.390016017,0,0,0,0,0,1
16685,"M","BLACK","28-32",15,0,7,"High","At least some college",0,"Property","More than 3 years",2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,101.7142857,0,0,0,0,0.956460674,0.256495787,0,0,0,0,0,1
16687,"F","WHITE","48 or older",3,NA,2,"Standard","High School Diploma",3,"Property","More than 3 years",1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,0,0,0,0
16688,"F","WHITE","38-42",12,NA,6,"Specialized","At least some college",2,"Property","Less than 1 year",4,3,0,3,0,3,0,0,2,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,0,2,50.77272727,0,0,0,0,0.993733214,0.326991943,0,0,0,0,0,1
16690,"M","WHITE","43-47",19,0,3,"Standard","High School Diploma",3,"Violent/Non-Sex","Greater than 2 to 3 years",3,6,1,2,0,1,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,377,0,0,0,0,1,0.484416446,0,0,0,0,0,1
16696,"M","BLACK","23-27",25,1,7,"High","Less than HS diploma",0,"Drug","1-2 years",3,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,138,0,0,0,0,0.351449275,0.661684783,0,1,0,1,0,1
16697,"M","WHITE","23-27",15,0,6,"High","Less than HS diploma",1,"Violent/Non-Sex","Greater than 2 to 3 years",2,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,58.42857143,0,0,0,0,0.858190709,1.78606357,0,0,0,0,0,1
16698,"M","WHITE","28-32",16,0,8,"High","At least some college",3,"Property","1-2 years",5,0,0,3,0,2,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,25.41176471,0.176470593,0,0.05882353,0,0.523148148,2.536458333,0,1,0,1,0,0
